prediction,actual,correct,confidence,prob_up
1,0,False,0.7512349016565028,0.7512349016565028
1,0,False,0.5262400927702884,0.5262400927702884
0,0,True,0.5597739177490841,0.44022608225091575
1,0,False,0.5944699211538451,0.5944699211538451
1,0,False,0.6316850259078208,0.6316850259078208
1,1,True,0.8313688930369125,0.8313688930369125
1,1,True,0.8003729366267848,0.8003729366267848
1,1,True,0.796204674372166,0.796204674372166
1,1,True,0.6151216602582492,0.6151216602582492
1,1,True,0.733866265567477,0.733866265567477
1,1,True,0.6835564258506194,0.6835564258506194
0,0,True,0.5402189997549423,0.45978100024505775
0,0,True,0.714257288340297,0.28574271165970294
0,0,True,0.5380438519198865,0.4619561480801136
1,0,False,0.5353689978945033,0.5353689978945033
1,0,False,0.5422783846056731,0.5422783846056731
0,0,True,0.5818075187308932,0.4181924812691067
0,0,True,0.545758408430391,0.45424159156960897
1,0,False,0.585490766373788,0.585490766373788
1,0,False,0.7359914007937793,0.7359914007937793
1,0,False,0.6762853574589252,0.6762853574589252
1,0,False,0.7073656267101849,0.7073656267101849
1,1,True,0.6262029860091215,0.6262029860091215
1,1,True,0.5374027891203523,0.5374027891203523
1,0,False,0.5619524980057439,0.5619524980057439
0,0,True,0.619591907384567,0.380408092615433
1,1,True,0.542652148272791,0.542652148272791
0,0,True,0.5012476542388627,0.49875234576113736
0,1,False,0.5635450795532344,0.4364549204467657
0,1,False,0.516696252838047,0.4833037471619531
1,0,False,0.695691311295868,0.695691311295868
1,0,False,0.6788810246656525,0.6788810246656525
1,0,False,0.6604523060130038,0.6604523060130038
1,0,False,0.6616618138297576,0.6616618138297576
0,1,False,0.5068825448695067,0.49311745513049343
1,1,True,0.6486275850477115,0.6486275850477115
1,1,True,0.8760683902923869,0.8760683902923869
1,1,True,0.8012673390773483,0.8012673390773483
1,1,True,0.8177068013866686,0.8177068013866686
1,0,False,0.5357538105097542,0.5357538105097542
0,0,True,0.6426186354763626,0.3573813645236374
0,0,True,0.5942019466651508,0.4057980533348492
0,0,True,0.6680631405000563,0.3319368594999436
0,0,True,0.6534188114384365,0.3465811885615635
0,1,False,0.6788839871210661,0.32111601287893404
1,1,True,0.6902394616204509,0.6902394616204509
1,1,True,0.6605048231655045,0.6605048231655045
1,1,True,0.7400434169084547,0.7400434169084547
1,0,False,0.5611818889721467,0.5611818889721467
0,1,False,0.784920230048128,0.21507976995187209
0,0,True,0.6517398490784078,0.3482601509215925
0,0,True,0.7739654266368485,0.22603457336315147
0,0,True,0.7483812413572336,0.2516187586427665
0,0,True,0.7711856875911425,0.2288143124088576
0,1,False,0.7684883892703146,0.23151161072968562
0,1,False,0.5987255129233384,0.40127448707666147
0,1,False,0.6174523341975998,0.3825476658024002
1,1,True,0.6518478608275002,0.6518478608275002
0,1,False,0.7086622063219223,0.29133779367807766
1,1,True,0.671676279362722,0.671676279362722
0,1,False,0.7985474764580218,0.20145252354197818
0,0,True,0.8042033622365501,0.1957966377634502
0,0,True,0.8144794727518145,0.1855205272481854
0,0,True,0.7455380014170879,0.25446199858291196
0,0,True,0.7275179279456598,0.27248207205434016
0,0,True,0.6781241473418186,0.3218758526581815
0,0,True,0.5688157310439814,0.4311842689560187
0,0,True,0.7237465274010481,0.27625347259895194
0,0,True,0.5021621849910965,0.49783781500890345
0,0,True,0.6443828623233484,0.3556171376766516
1,0,False,0.5610294502453759,0.5610294502453759
0,0,True,0.5529866793868969,0.4470133206131031
0,0,True,0.6272682685755999,0.3727317314244
1,0,False,0.5114100805101207,0.5114100805101207
1,0,False,0.5778012065521392,0.5778012065521392
0,0,True,0.5458541756550914,0.4541458243449086
0,0,True,0.5376486833362926,0.46235131666370743
1,1,True,0.6428683107601105,0.6428683107601105
1,1,True,0.5843560537363389,0.5843560537363389
1,1,True,0.7528932379156271,0.7528932379156271
1,1,True,0.7537978583504273,0.7537978583504273
1,1,True,0.5934947192385215,0.5934947192385215
1,1,True,0.8502951087853782,0.8502951087853782
1,1,True,0.7969441906985673,0.7969441906985673
1,0,False,0.6544754385312638,0.6544754385312638
1,0,False,0.6430007595499911,0.6430007595499911
0,1,False,0.5589499971194405,0.44105000288055973
0,1,False,0.6376502144490016,0.36234978555099834
